Source,Participant.ID,Timestamp,Center,Left,Right,Answer,Alg.Label,Response.Time..s.
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:06:47,sheep,aardvark,hyena,aardvark,Random,1.336
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:06:50,tapir,platypus,ox,ox,Random,1.083
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:06:51,sparrow,zebra,hawk,zebra,Random,0.699
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:06:53,gull,porpoise,grasshopper,porpoise,Random,0.479
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:06:54,baboon,turkey,cheetah,cheetah,Random,0.436
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:06:56,vulture,dolphin,fish,fish,Random,0.39
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:06:57,tapir,vole,porcupine,porcupine,Random,0.389
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:06:58,emu,ape,mole,mole,Random,0.223
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:01,wombat,hawk,tortoise,tortoise,Random,1.289
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:03,guinea pig,horse,gull,horse,Random,1.112
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:06,manatee,gull,grasshopper,gull,Random,0.902
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:07,fly,gorilla,ant,ant,Random,0.643
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:08,chameleon,fish,insect,fish,Random,0.552
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:11,shark,centipede,mole,mole,Random,1.612
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:13,fish,raven,sparrow,sparrow,Random,1.805
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:15,oriole,fowl,anteater,anteater,Random,1.915
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:18,tapir,guinea pig,worm,worm,Random,0.355
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:19,boa constrictor,walrus,crane,crane,Random,0.153
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:19,tasmanian devil,bee,hamster,hamster,Random,0.917
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:21,owl,yak,peacock,peacock,Random,0.386
Dec2015_Random,73IZVJln2kRWn78LQAqTKmCZlwhkkJ,12-03-15 21:07:22,pigeon,shark,flamingo,flamingo,Random,0.419
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:17,wallaby,elephant,tiger,elephant,Test,2.717
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:20,swan,zebra,gecko,gecko,Random,2.248
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:23,monkey,rabbit,guinea pig,guinea pig,Test,4.259
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:27,musk ox,cow,manatee,cow,Random,2.787
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:30,rhinoceros,giraffe,shark,giraffe,Random,5.717
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:41,armadillo,cobra,raven,raven,Random,2.837
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:45,turkey,peacock,lynx,peacock,Random,2.534
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:51,jaguar,wren,dolphin,wren,Random,1.821
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:02:53,ant,quail,hawk,hawk,Random,1.791
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:07,puma,porcupine,pony,porcupine,Random,2.177
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:09,muskrat,eel,groundhog,eel,Random,3.667
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:13,mongoose,eel,muskrat,eel,Random,3.19
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:19,amphibian,clam,turkey,clam,Random,1.809
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:21,giraffe,wombat,tasmanian devil,wombat,Random,6.252
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:27,chickadee,horse,weasel,horse,Random,2.309
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:30,coyote,ibis,skunk,ibis,Random,3.467
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:34,quail,shrew,aardvark,aardvark,Random,1.31
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:35,turkey,mosquito,wombat,mosquito,Random,1.63
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:46,gorilla,musky,gibbon,musky,Random,2.18
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:48,deer,crocodile,parrot,parrot,Random,1.844
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:50,raven,manatee,cockatiel,manatee,Random,4.83
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:55,hare,tapir,bull,bull,Random,1.507
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:03:57,raven,polar bear,heron,heron,Random,1.781
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:22,llama,vulture,insect,vulture,Random,3.3
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:30,armadillo,crow,dog,crow,Random,3.387
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:35,wildebeest,guinea pig,beetle,guinea pig,Random,2.79
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:38,snake,sparrow,boa constrictor,boa constrictor,Random,2.159
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:41,gerbil,gull,hippopotamus,gull,Random,1.234
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:42,loon,skunk,gnat,skunk,Random,1.63
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:46,vulture,gibbon,musky,musky,Random,2.19
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:49,chimp,chicken,guinea pig,guinea pig,Random,3.766
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:04:53,canary,elk,puma,elk,Test,1.146
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:00,panther,otter,cockroach,otter,Random,1.47
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:03,heron,penguin,wallaby,wallaby,Random,0.993
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:05,elk,panda,woodchuck,panda,Random,1.34
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:06,spider,cobra,wolf,cobra,Random,1.68
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:13,prairie dog,colt,hyena,colt,Random,3.828
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:22,antelope,squirrel,ant,squirrel,Random,3.778
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:26,hummingbird,bobcat,whale,bobcat,Random,4.228
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:52,grasshopper,mosquito,colt,mosquito,Test,2.647
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:05:57,wallaby,ibis,hedgehog,ibis,Random,1.892
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:00,alpaca,seal,wildebeest,seal,Random,2.48
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:10,mole,bull,wolf,wolf,Random,1.707
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:18,flea,seal,ibis,seal,Random,1.075
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:29,beetle,loon,jackal,jackal,Random,1.819
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:31,pony,turkey,chickadee,chickadee,Random,2.44
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:34,musky,hamster,jaguar,hamster,Random,2.158
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:36,rat,crane,musk ox,crane,Random,1.508
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:38,dingo,bee,wren,bee,Random,1.402
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:39,woodpecker,aardvark,yak,yak,Random,3.332
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:49,bison,dove,salamander,salamander,Random,2.678
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:06:52,centipede,musk ox,camel,musk ox,Random,3.126
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:07:01,vulture,cockroach,caribou,cockroach,Random,3.227
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:07:12,owl,peacock,mouse,peacock,Random,3.41
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:07:20,ibis,eel,crane,crane,Random,1.505
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:07:27,owl,parrot,gibbon,parrot,Random,4.13
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:07:33,leopard,giraffe,gull,gull,Random,1.938
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:07:44,shark,horse,iguana,iguana,Random,2.798
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:07:54,clam,eel,boa constrictor,eel,Random,3.906
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:01,weasel,ostrich,tortoise,ostrich,Random,1.01
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:02,impala,lynx,butterfly,lynx,Random,2.082
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:05,rabbit,zebra,ram,ram,Random,1.797
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:07,quail,wren,musk ox,wren,Random,1.272
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:08,woodchuck,penguin,bird,penguin,Random,1.11
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:10,cricket,bluejay,anemone,anemone,Random,1.262
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:14,ostrich,chicken,caribou,chicken,Random,1.859
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:16,ape,buzzard,lion,buzzard,Random,1.852
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:18,turkey,crab,wallaby,wallaby,Random,2.491
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:28,ape,rhinoceros,dove,rhinoceros,Random,1.997
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:30,turkey,coyote,reindeer,reindeer,Random,1.749
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:45,peacock,tadpole,heron,heron,Random,1.267
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:08:59,mole,gull,moose,gull,Random,4.297
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:04,shrimp,penguin,centipede,centipede,Random,1.469
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:12,dog,quail,elk,quail,Random,1.558
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:18,armadillo,flea,wombat,wombat,Random,2.371
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:22,gerbil,chimp,crane,crane,Random,1.826
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:27,jaguar,snake,shark,shark,Random,0.837
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:33,panther,skunk,woodchuck,skunk,Random,3.226
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:37,zebra,tiger,rat,tiger,Test,4.657
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:44,buzzard,crab,lamb,crab,Random,1.367
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:47,tiger,antelope,fowl,fowl,Random,1.887
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:50,bird,puma,iguana,puma,Random,1.966
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:52,ibis,ram,tapir,tapir,Random,2.96
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:55,buzzard,bird,hedgehog,bird,Random,2.276
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:09:58,raven,chipmunk,rooster,rooster,Random,1.8
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:01,ibis,gnat,musky,musky,Random,1.41
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:03,dingo,pelican,porcupine,pelican,Random,1.027
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:04,goat,fish,human,human,Random,4.626
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:09,mule,flamingo,porpoise,porpoise,Random,3.35
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:23,shrimp,squirrel,buffalo,buffalo,Random,2.981
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:29,rhinoceros,bobcat,dove,bobcat,Random,0.95
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:30,centipede,tiger,amphibian,tiger,Random,8.856
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:39,whale,llama,tapir,tapir,Random,2.866
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:47,squid,mongoose,antelope,antelope,Random,1.84
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:49,camel,seagull,owl,seagull,Random,2.197
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:51,shark,impala,kangaroo,impala,Random,3.756
Dec2015_Random,7EhA95PFbeyrl9IhFQgbDtIhQlHawO,11-20-15 16:10:57,buzzard,shrew,wildebeest,shrew,Random,1.03
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:31:44,skunk,gibbon,woodchuck,woodchuck,Random,2.498
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:04,caribou,ocelot,pelican,ocelot,Random,2.323
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:07,python,donkey,beaver,beaver,Test,3.549
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:11,yak,chameleon,chicken,chameleon,Random,1.552
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:22,antelope,rooster,crab,rooster,Random,1.522
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:31,tasmanian devil,elk,tortoise,elk,Random,2.976
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:36,ape,elk,seagull,elk,Random,2.459
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:47,loon,dog,hyena,hyena,Random,1.692
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:51,sloth,opossum,shark,opossum,Random,2.202
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:54,caterpillar,boa constrictor,wildebeest,wildebeest,Random,1.553
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:32:58,prairie dog,whale,raccoon,raccoon,Random,1.376
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:07,squirrel,mongoose,hare,mongoose,Random,3.805
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:11,bobcat,musky,deer,deer,Random,1.659
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:13,gerbil,orangutan,ladybug,ladybug,Random,1.683
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:15,octopus,camel,chipmunk,camel,Random,3.478
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:19,chipmunk,swan,cheetah,cheetah,Random,1.286
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:33,rhinoceros,heron,salamander,heron,Random,2.092
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:36,swan,vulture,hamster,vulture,Random,2.355
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:43,armadillo,flamingo,sheep,sheep,Random,1.396
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:46,fox,musk ox,puma,puma,Random,1.673
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:48,giraffe,sea lion,iguana,iguana,Random,1.609
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:50,rooster,deer,pigeon,pigeon,Random,1.629
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:56,guinea pig,hippopotamus,octopus,hippopotamus,Random,1.972
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:33:58,boa constrictor,ostrich,wasp,wasp,Random,1.532
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:04,fly,guinea pig,fish,fish,Random,2.586
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:11,pig,musky,alpaca,musky,Random,2.696
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:14,pig,cougar,eel,eel,Test,1.565
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:16,chipmunk,spider,amphibian,amphibian,Random,1.695
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:20,caribou,chinchilla,hyena,chinchilla,Random,3.345
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:28,grasshopper,antelope,ant,ant,Random,4.409
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:35,muskrat,zebra,squid,zebra,Random,2.778
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:41,vole,lemur,mule,mule,Random,1.892
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:44,beaver,caribou,robin,robin,Random,4.292
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:54,seagull,rat,shark,rat,Random,1.886
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:34:56,cow,wasp,ox,ox,Random,1.487
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:35:02,aardvark,porpoise,badger,badger,Random,2.027
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:35:06,canary,gorilla,kangaroo,kangaroo,Random,2.939
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:35:09,moose,manatee,grasshopper,manatee,Random,2.483
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:35:12,amphibian,polar bear,cobra,cobra,Random,1.986
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:35:43,quail,caterpillar,clam,clam,Random,1.616
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:36:00,seal,wasp,reindeer,reindeer,Random,1.742
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:36:02,crab,worm,skunk,worm,Random,2.322
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:36:10,llama,gorilla,frog,gorilla,Random,1.699
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:36:15,octopus,chimp,reindeer,reindeer,Random,2.339
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:36:23,peacock,chameleon,camel,chameleon,Random,1.852
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:36:27,sloth,insect,beetle,beetle,Random,3.506
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:36:55,zebra,goat,snake,goat,Random,2.502
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:37:00,shark,cat,python,python,Random,1.845
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:37:06,caribou,shrimp,sparrow,sparrow,Random,2.518
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:37:11,puma,lion,mongoose,lion,Test,1.586
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:37:16,lynx,sea lion,human,sea lion,Random,2.636
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:37:19,leopard,cockroach,bear,bear,Random,2.915
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:10,badger,caribou,chinchilla,chinchilla,Random,2.569
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:14,chinchilla,dog,orangutan,dog,Random,2.179
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:17,lynx,whale,tapir,tapir,Random,2.042
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:19,cockatiel,caribou,guinea pig,guinea pig,Random,1.516
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:21,aardvark,prairie dog,buffalo,buffalo,Random,1.572
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:23,moose,bull,woodpecker,bull,Random,1.312
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:24,hippopotamus,turkey,impala,turkey,Random,2.023
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:26,gull,quail,tortoise,quail,Random,2.162
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:29,sloth,dolphin,ant,dolphin,Random,3.019
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:37,hummingbird,hawk,bison,hawk,Random,1.446
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:39,loon,monkey,rabbit,monkey,Random,2.643
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:45,ant,cockroach,yak,yak,Random,1.463
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:47,bear,moth,gazelle,gazelle,Random,1.499
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:48,crane,yak,prairie dog,prairie dog,Random,1.589
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:50,clam,otter,jackrabbit,jackrabbit,Random,1.729
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:38:57,elephant,marten,rattlesnake,rattlesnake,Random,1.885
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:39:04,walrus,robin,hummingbird,robin,Random,5.826
Dec2015_Random,7oU1sfUuYlZ4Ui0ockr5cXd26jPQRe,12-03-15 21:39:11,porpoise,hummingbird,oriole,hummingbird,Random,2.152
