Id,Label,Eigenvector Centrality,Modularity Class,Eccentricity,Closeness Centrality,Betweenness Centrality,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,Clustering Coefficient,Weighted Clustering Coefficient,Strenght
eleph,eleph,0.9956789443804872,13,3.0,1.58843537414966,2725.2863268604783,143,126,269,3618.0,1797.0,1821.0,0.014240506,0.014240506,0.26055118,0.1730769,3618.0
elk,elk,0.7396190041083052,2,3.0,1.7312925170068028,821.6263298511918,90,84,174,1269.0,652.0,617.0,0.008999209,0.008999209,0.39687902,0.19168751,1269.0
fish,fish,0.8675864092440951,4,3.0,1.6326530612244898,4090.4899513210926,130,111,241,994.0,510.0,484.0,0.012954905,0.012954905,0.24061345,0.15079853,994.0
fox,fox,0.7819342786702457,21,3.0,1.7551020408163265,1000.7708007705019,97,81,178,1023.0,511.0,512.0,0.009691455,0.009691455,0.3692494,0.20267189,1023.0
frog,frog,0.51733123469024,4,3.0,1.836734693877551,802.2359054506068,65,59,124,298.0,153.0,145.0,0.0065268986,0.0065268986,0.3832075,0.2095815,298.0
goat,goat,0.7544826182464575,8,3.0,1.6666666666666667,1300.8825970638113,97,104,201,1405.0,721.0,684.0,0.009691455,0.009691455,0.31993344,0.17967793,1405.0
hors,hors,1.0,7,3.0,1.6224489795918366,3055.7682640110897,150,119,269,3935.0,1907.0,2028.0,0.0149327535,0.0149327535,0.2513932,0.1648533,3935.0
kangaroo,kangaroo,0.7031287884950972,9,3.0,1.7585034013605443,938.8749701994732,88,84,172,628.0,325.0,303.0,0.008801424,0.008801424,0.37713644,0.19500315,628.0
lion,lion,0.9535087297492587,10,3.0,1.6428571428571428,1539.6520810382092,127,112,239,3427.0,1693.0,1734.0,0.012658228,0.012658228,0.31357747,0.18885863,3427.0
llama,llama,0.6798003605723754,8,3.0,1.8095238095238095,622.7510875168967,81,75,156,710.0,375.0,335.0,0.008109177,0.008109177,0.40453073,0.18856883,710.0
monkei,monkei,0.8805065251220118,22,3.0,1.6224489795918366,1675.9397786265436,113,116,229,1897.0,972.0,925.0,0.011273734,0.011273734,0.31450406,0.15096319,1897.0
octopus,octopus,0.25415683181768584,4,3.0,2.098639455782313,152.67498296179014,26,23,49,72.0,40.0,32.0,0.0026700948,0.0026700948,0.59323674,0.50882524,72.0
ostrich,ostrich,0.42806202938714066,30,3.0,1.8639455782312926,267.15657439631804,49,52,101,223.0,117.0,106.0,0.00494462,0.00494462,0.46498993,0.22793722,223.0
rabbit,rabbit,0.9239704108304834,20,3.0,1.629251700680272,1949.7262729937834,128,112,240,1565.0,797.0,768.0,0.012757121,0.012757121,0.28927153,0.16203162,1565.0
raccoon,raccoon,0.8420487369301057,16,3.0,1.7448979591836735,1084.8894652391637,107,83,190,1244.0,637.0,607.0,0.010680379,0.010680379,0.36646006,0.17894146,1244.0
sheep,sheep,0.7209279503834501,8,3.0,1.7108843537414966,1200.0517179419544,91,92,183,1872.0,950.0,922.0,0.009098101,0.009098101,0.35644257,0.18970573,1872.0
snak,snak,0.966283000016721,4,3.0,1.5952380952380953,3443.395657784036,138,125,263,1226.0,627.0,599.0,0.013746045,0.013746045,0.24904902,0.13922736,1226.0
tiger,tiger,0.8374132828719884,10,3.0,1.619047619047619,1532.5628410353606,109,115,224,3283.0,1655.0,1628.0,0.010878164,0.010878164,0.3140765,0.18940006,3283.0
turkei,turkei,0.6122749080176214,14,3.0,1.782312925170068,745.0479699618139,72,73,145,443.0,231.0,212.0,0.0072191455,0.0072191455,0.37229276,0.19842614,443.0
whale,whale,0.5865584120570783,33,3.0,1.7040816326530612,1625.9144289902797,77,90,167,496.0,258.0,238.0,0.0077136075,0.0077136075,0.34460902,0.1596507,496.0
zebra,zebra,0.9267992308835599,13,3.0,1.6428571428571428,1814.028170655212,123,111,234,2041.0,1030.0,1011.0,0.012262658,0.012262658,0.3119001,0.18159595,2041.0
bird,bird,0.9435414431852946,4,3.0,1.4931972789115646,5402.692500909505,141,152,293,1843.0,941.0,902.0,0.014042721,0.014042721,0.21293482,0.13142657,1843.0
boa,boa,0.033281686185875875,9,4.0,2.326530612244898,24.156918039084154,5,5,10,10.0,5.0,5.0,5.933544E-4,5.933544E-4,0.42222223,0.42222223,10.0
bull,bull,0.31611405753878136,5,3.0,1.9251700680272108,143.92784832195895,35,45,80,175.0,89.0,86.0,0.0035601265,0.0035601265,0.57456374,0.29649186,175.0
chameleon,chameleon,0.07670845325913168,4,3.0,2.2755102040816326,10.915832870599571,8,10,18,18.0,8.0,10.0,8.9003163E-4,8.9003163E-4,0.54901963,0.54901963,18.0
chimp,chimp,0.3526746432473152,22,3.0,1.91156462585034,111.72928117173122,38,47,85,260.0,135.0,125.0,0.0038568038,0.0038568038,0.5617486,0.2408196,260.0
cougar,cougar,0.5586857771121732,15,3.0,1.8027210884353742,541.1135760193399,65,68,133,376.0,188.0,188.0,0.0065268986,0.0065268986,0.42551893,0.20554279,376.0
cricket,cricket,0.06598908723398307,23,3.0,2.4693877551020407,22.364622266793653,9,9,18,22.0,11.0,11.0,9.889241E-4,9.889241E-4,0.33333334,0.2553476,22.0
dinosaur,dinosaur,0.21822844797728844,17,3.0,2.0714285714285716,30.61990066362222,25,19,44,52.0,30.0,22.0,0.0025712026,0.0025712026,0.58677095,0.43381035,52.0
dolphin,dolphin,0.30179228755456594,33,3.0,1.9319727891156462,221.55463435172254,36,41,77,172.0,90.0,82.0,0.003659019,0.003659019,0.40399384,0.21247706,172.0
donkei,donkei,0.5870429188664196,27,3.0,1.782312925170068,696.0308406005963,68,73,141,750.0,391.0,359.0,0.006823576,0.006823576,0.41612974,0.20107143,750.0
duck,duck,0.6628046723709804,14,3.0,1.7755102040816326,733.0739672011152,82,75,157,903.0,455.0,448.0,0.00820807,0.00820807,0.38118726,0.18471548,903.0
eel,eel,0.11468278283625588,33,3.0,2.2346938775510203,12.449297739119418,12,10,22,29.0,15.0,14.0,0.0012856013,0.0012856013,0.61190474,0.56978655,29.0
egret,egret,0.07487882905724098,11,4.0,2.6020408163265305,29.36406855892004,9,7,16,17.0,9.0,8.0,9.889241E-4,9.889241E-4,0.2904762,0.24705884,17.0
ferret,ferret,0.5951169111221408,6,3.0,1.8843537414965987,278.9826364276125,63,54,117,244.0,127.0,117.0,0.006329114,0.006329114,0.5092502,0.24581333,244.0
gerbil,gerbil,0.5230837216103431,25,3.0,1.9251700680272108,248.33965533503059,58,48,106,299.0,153.0,146.0,0.005834652,0.005834652,0.4649123,0.25836918,299.0
giraff,giraff,0.9320008169596017,13,3.0,1.598639455782313,1859.9944939900372,128,122,250,2669.0,1343.0,1326.0,0.012757121,0.012757121,0.29523563,0.17365077,2669.0
goos,goos,0.47648199233889843,14,3.0,1.7380952380952381,832.6293246404798,56,83,139,639.0,335.0,304.0,0.005636867,0.005636867,0.37775716,0.18286045,639.0
gopher,gopher,0.5771465215193463,17,3.0,1.8265306122448979,523.8488882461228,70,66,136,413.0,211.0,202.0,0.0070213606,0.0070213606,0.4076923,0.19806297,413.0
gorilla,gorilla,0.5717582145705871,22,3.0,1.7448979591836735,443.5351988236061,63,83,146,611.0,317.0,294.0,0.006329114,0.006329114,0.4218812,0.19895592,611.0
hippo,hippo,0.7439491399952723,19,3.0,1.683673469387755,830.3467993480474,89,100,189,1136.0,585.0,551.0,0.008900316,0.008900316,0.35309678,0.18972646,1136.0
hyena,hyena,0.49319575886298556,6,3.0,1.8673469387755102,340.6037669597065,49,59,108,237.0,126.0,111.0,0.00494462,0.00494462,0.52183545,0.26044008,237.0
iguana,iguana,0.2723446699643946,9,3.0,2.006802721088435,180.2804998812212,32,31,63,97.0,52.0,45.0,0.0032634493,0.0032634493,0.43670034,0.33954108,97.0
insect,insect,0.23669682756511307,23,3.0,2.0272108843537415,255.0166708995984,31,30,61,97.0,51.0,46.0,0.003164557,0.003164557,0.4110204,0.26091066,97.0
koala,koala,0.37756501334791265,9,3.0,2.0306122448979593,183.84979196510997,40,33,73,156.0,85.0,71.0,0.0040545887,0.0040545887,0.5279461,0.28703704,156.0
ladybug,ladybug,0.030223304557409233,23,4.0,2.496598639455782,8.363179719845911,7,5,12,12.0,7.0,5.0,7.9113926E-4,7.9113926E-4,0.2888889,0.1969697,12.0
leopard,leopard,0.6436926707193916,15,3.0,1.7653061224489797,637.1873159429529,76,81,157,695.0,357.0,338.0,0.007614715,0.007614715,0.38689858,0.20410441,695.0
lizard,lizard,0.4752000310547579,4,3.0,1.8265306122448979,538.528665072777,55,64,119,293.0,152.0,141.0,0.0055379746,0.0055379746,0.4191484,0.24676058,293.0
lynx,lynx,0.3917746570363845,15,3.0,1.9251700680272108,156.86117422176153,47,48,95,195.0,100.0,95.0,0.004746835,0.004746835,0.5032193,0.27351338,195.0
mammal,mammal,0.05204553384657313,4,3.0,2.2789115646258504,20.76413683051156,6,7,13,16.0,8.0,8.0,6.9224683E-4,6.9224683E-4,0.53636366,0.4375,16.0
mink,mink,0.4417705597347022,24,3.0,1.945578231292517,547.4127263267268,52,50,102,264.0,135.0,129.0,0.0052412977,0.0052412977,0.4722222,0.22359735,264.0
moos,moos,0.7257246175242157,2,3.0,1.7312925170068028,1004.1812035375873,89,87,176,1149.0,589.0,560.0,0.008900316,0.008900316,0.35952023,0.18904139,1149.0
mosquito,mosquito,0.08296318705035922,23,3.0,2.1904761904761907,157.54692480991824,12,16,28,48.0,26.0,22.0,0.0012856013,0.0012856013,0.2835498,0.15779321,48.0
mous,mous,0.9203755301254477,18,3.0,1.6870748299319729,1596.2633083093779,121,103,224,1672.0,858.0,814.0,0.012064873,0.012064873,0.30881226,0.17390226,1672.0
opossum,opossum,0.6436299845067168,16,3.0,1.772108843537415,534.0740537699398,74,77,151,662.0,340.0,322.0,0.0074169305,0.0074169305,0.4092079,0.19443606,662.0
otter,otter,0.4716568490817571,24,3.0,1.9489795918367347,162.12751531875105,52,43,95,230.0,120.0,110.0,0.0052412977,0.0052412977,0.53516626,0.26489362,230.0
ox,ox,0.38550401645472293,5,3.0,1.9285714285714286,172.58233254300984,39,46,85,144.0,73.0,71.0,0.0039556962,0.0039556962,0.5565838,0.29050925,144.0
panda,panda,0.4223257133675349,9,3.0,1.9795918367346939,101.92061050138611,45,42,87,149.0,79.0,70.0,0.0045490507,0.0045490507,0.5265377,0.24695645,149.0
parrot,parrot,0.3584617792027088,11,3.0,1.8741496598639455,377.9805545062318,45,52,97,164.0,84.0,80.0,0.0045490507,0.0045490507,0.39285713,0.23726498,164.0
pig,pig,0.8434105216510205,7,3.0,1.6870748299319729,974.131897779277,106,101,207,2485.0,1257.0,1228.0,0.010581488,0.010581488,0.3495854,0.1935477,2485.0
polarbear,polarbear,0.5153801816377123,29,3.0,1.8979591836734695,234.3244360385396,60,45,105,250.0,129.0,121.0,0.0060324366,0.0060324366,0.5207355,0.22142307,250.0
puppi,puppi,0.15150537112377813,26,3.0,2.119047619047619,2.0610796120682298,14,16,30,55.0,29.0,26.0,0.001483386,0.001483386,0.8016667,0.47868338,55.0
rat,rat,0.7435822427029938,18,3.0,1.683673469387755,1107.4849752877456,89,99,188,1189.0,611.0,578.0,0.008900316,0.008900316,0.3552381,0.18902326,1189.0
reptil,reptil,0.161547200148151,4,3.0,2.0714285714285716,47.12096971913687,20,19,39,72.0,38.0,34.0,0.0020767406,0.0020767406,0.44942528,0.24689327,72.0
rhino,rhino,0.7235772245789989,19,3.0,1.6904761904761905,695.8902301202301,83,98,181,1155.0,588.0,567.0,0.008306962,0.008306962,0.4090909,0.18628667,1155.0
rodent,rodent,0.20332188415694222,17,3.0,2.187074829931973,10.52033997154056,20,17,37,51.0,25.0,26.0,0.0020767406,0.0020767406,0.6502463,0.4240196,51.0
shark,shark,0.19626044587724567,33,3.0,1.9761904761904763,560.0596101419009,23,30,53,104.0,55.0,49.0,0.0023734176,0.0023734176,0.42303434,0.22670119,104.0
spider,spider,0.13597476377945444,23,3.0,2.0170068027210886,154.58496661993902,23,27,50,73.0,38.0,35.0,0.0023734176,0.0023734176,0.32626262,0.26600504,73.0
squirrel,squirrel,0.8578112465884625,20,3.0,1.6496598639455782,1854.4235039874538,114,106,220,1483.0,753.0,730.0,0.011372627,0.011372627,0.30326012,0.17366993,1483.0
toad,toad,0.11947317931116329,4,3.0,2.098639455782313,160.04327750305552,13,20,33,63.0,34.0,29.0,0.0013844937,0.0013844937,0.511396,0.30084327,63.0
turtl,turtl,0.5679823346196479,4,3.0,1.846938775510204,442.91531492371206,66,59,125,313.0,160.0,153.0,0.006625791,0.006625791,0.42967033,0.25619653,313.0
wildcat,wildcat,0.10636733162952047,15,4.0,2.227891156462585,11.918421822636889,14,14,28,30.0,15.0,15.0,0.001483386,0.001483386,0.5507692,0.49197534,30.0
wildebeest,wildebeest,0.2365861904673627,6,3.0,1.9625850340136055,37.99891023878288,25,36,61,101.0,53.0,48.0,0.0025712026,0.0025712026,0.6201241,0.33523104,101.0
wolf,wolf,0.7737505384248081,21,3.0,1.7108843537414966,959.0500090330673,95,89,184,1003.0,513.0,490.0,0.00949367,0.00949367,0.37058824,0.18534015,1003.0
wolverin,wolverin,0.2831365424207132,17,3.0,1.9931972789115646,50.57651003413474,30,35,65,119.0,62.0,57.0,0.0030656646,0.0030656646,0.52437943,0.25039393,119.0
alpaca,alpaca,0.09071410341002933,8,3.0,2.142857142857143,29.19015117994523,9,16,25,50.0,26.0,24.0,9.889241E-4,9.889241E-4,0.69746375,0.46,50.0
eagl,eagl,0.6252020383656842,11,3.0,1.7993197278911566,1857.846300830894,82,68,150,299.0,155.0,144.0,0.00820807,0.00820807,0.323469,0.15885165,299.0
holstein,holstein,0.012058450620902076,5,4.0,2.5816326530612246,0.20360597005333847,2,2,4,5.0,3.0,2.0,2.966772E-4,2.966772E-4,0.6666667,0.70000005,5.0
amphibian,amphibian,0.04844494728280177,4,4.0,2.370748299319728,7.069346405886269,6,9,15,19.0,10.0,9.0,6.9224683E-4,6.9224683E-4,0.56060606,0.3082707,19.0
human,human,0.22551139941661372,4,3.0,2.0408163265306123,86.1548582292275,27,22,49,60.0,34.0,26.0,0.0027689873,0.0027689873,0.57032114,0.4401042,60.0
mongoos,mongoos,0.17700260347735156,6,3.0,2.187074829931973,40.95172903921408,19,18,37,42.0,22.0,20.0,0.0019778481,0.0019778481,0.53977275,0.45469576,42.0
woodpeck,woodpeck,0.04071750418116571,11,3.0,2.316326530612245,11.955756656069184,8,6,14,14.0,8.0,6.0,8.9003163E-4,8.9003163E-4,0.40151516,0.2912088,14.0
anemon,anemon,0.01811256591717272,33,3.0,2.574829931972789,6.477748512457427,4,3,7,8.0,4.0,4.0,4.9446203E-4,4.9446203E-4,0.23809524,0.25,8.0
anim,anim,0.15783938239807843,6,3.0,2.1530612244897958,17.53230649839237,14,14,28,34.0,17.0,17.0,0.001483386,0.001483386,0.6383333,0.5206972,34.0
bison,bison,0.2471298510310402,5,3.0,2.010204081632653,80.5046811479129,30,39,69,146.0,77.0,69.0,0.0030656646,0.0030656646,0.49650595,0.26848307,146.0
lemur,lemur,0.27191028219044405,6,3.0,2.068027210884354,59.79505998268648,32,26,58,66.0,36.0,30.0,0.0032634493,0.0032634493,0.50693876,0.3942052,66.0
tadpol,tadpol,0.044047080834181296,4,3.0,2.401360544217687,1.0856834612587827,5,4,9,13.0,7.0,6.0,5.933544E-4,5.933544E-4,0.4642857,0.41346157,13.0
ap,ap,0.42025094490453746,22,3.0,1.8673469387755102,281.3558465027743,47,53,100,376.0,185.0,191.0,0.004746835,0.004746835,0.5364185,0.24864335,376.0
bee,bee,0.18875666435126515,23,3.0,2.0272108843537415,431.0564901008079,25,26,51,80.0,40.0,40.0,0.0025712026,0.0025712026,0.42929292,0.29625002,80.0
beetl,beetl,0.05759467309412469,23,4.0,2.36734693877551,27.130310008069888,11,11,22,29.0,16.0,13.0,0.0011867088,0.0011867088,0.4509804,0.3087028,29.0
bobcat,bobcat,0.3919760780435453,15,3.0,1.9931972789115646,111.52977482746743,44,38,82,177.0,96.0,81.0,0.004450158,0.004450158,0.5523313,0.29552907,177.0
bug,bug,0.1443172528008927,23,3.0,2.1156462585034013,63.17957548111533,17,19,36,53.0,28.0,25.0,0.0017800633,0.0017800633,0.49310344,0.31401616,53.0
calf,calf,0.34818984806959485,12,3.0,1.9387755102040816,114.529192764452,38,40,78,223.0,116.0,107.0,0.0038568038,0.0038568038,0.60633487,0.24882068,223.0
centiped,centiped,0.028613345677496013,23,3.0,2.306122448979592,13.266688692975885,5,7,12,13.0,6.0,7.0,5.933544E-4,5.933544E-4,0.4888889,0.35314685,13.0
cockroach,cockroach,0.07611028660964139,23,4.0,2.2823129251700682,20.31647759758581,11,10,21,25.0,13.0,12.0,0.0011867088,0.0011867088,0.47894737,0.446,25.0
fly,fly,0.3605557060845453,23,3.0,1.9047619047619047,644.2802817385575,49,51,100,208.0,107.0,101.0,0.00494462,0.00494462,0.34075344,0.16164045,208.0
grasshopp,grasshopp,0.06903563584050393,23,4.0,2.3503401360544216,11.92055214341747,9,10,19,23.0,12.0,11.0,9.889241E-4,9.889241E-4,0.47916666,0.30072463,23.0
moth,moth,0.016797333833620705,23,4.0,2.3979591836734695,6.838001485669258,4,7,11,14.0,7.0,7.0,4.9446203E-4,4.9446203E-4,0.32222223,0.27142859,14.0
mountainlion,mountainlion,0.5096192251488298,15,3.0,1.9081632653061225,447.8174759018012,58,50,108,258.0,136.0,122.0,0.005834652,0.005834652,0.505661,0.2575527,258.0
wasp,wasp,0.03260908825696901,23,4.0,2.9115646258503403,30.273681290716322,5,4,9,13.0,8.0,5.0,5.933544E-4,5.933544E-4,0.35714287,0.25,13.0
gazel,gazel,0.48115171855876976,17,3.0,1.880952380952381,377.6623959384707,55,55,110,247.0,130.0,117.0,0.0055379746,0.0055379746,0.46049383,0.27545223,247.0
jaguar,jaguar,0.3618845526689432,15,3.0,1.91156462585034,109.53947291820337,42,45,87,188.0,97.0,91.0,0.0042523732,0.0042523732,0.47953963,0.27282286,188.0
mole,mole,0.3866939830517774,17,3.0,1.870748299319728,195.70218791216905,43,52,95,201.0,105.0,96.0,0.0043512657,0.0043512657,0.45281583,0.22962315,201.0
muskrat,muskrat,0.454032450996304,24,3.0,1.8843537414965987,146.85554818920016,51,48,99,280.0,146.0,134.0,0.005142405,0.005142405,0.54944587,0.24154519,280.0
orangutan,orangutan,0.3008317481330232,22,3.0,1.9285714285714286,154.0979487299387,33,43,76,169.0,90.0,79.0,0.0033623418,0.0033623418,0.54745764,0.27625248,169.0
platypus,platypus,0.18325973157417602,6,3.0,2.0714285714285716,64.10814009654501,22,21,43,61.0,31.0,30.0,0.0022745254,0.0022745254,0.5277383,0.43774393,61.0
prairiedog,prairiedog,0.279135274851353,17,3.0,1.9931972789115646,70.82716212845861,33,31,64,90.0,48.0,42.0,0.0033623418,0.0033623418,0.5531915,0.29179895,90.0
seal,seal,0.4805030475039702,33,3.0,1.945578231292517,453.4630611558114,64,38,102,275.0,144.0,131.0,0.006428006,0.006428006,0.3972973,0.23558955,275.0
skunk,skunk,0.7178759242890813,16,3.0,1.816326530612245,571.8325557027939,83,67,150,695.0,359.0,336.0,0.008306962,0.008306962,0.44424966,0.19327411,695.0
tapir,tapir,0.0854566943807957,0,3.0,2.3639455782312924,5.360529595184168,8,10,18,20.0,10.0,10.0,8.9003163E-4,8.9003163E-4,0.53267974,0.5514706,20.0
caribou,caribou,0.272227209301558,2,3.0,1.9761904761904763,57.31353204178166,29,36,65,182.0,95.0,87.0,0.002966772,0.002966772,0.58120745,0.30812156,182.0
chickade,chickade,0.12115469097311532,11,4.0,2.2108843537414966,160.73055893557284,19,16,35,41.0,21.0,20.0,0.0019778481,0.0019778481,0.38492063,0.2464132,41.0
chinchilla,chinchilla,0.10922055219851753,25,3.0,2.1802721088435373,19.032381806606576,10,12,22,25.0,13.0,12.0,0.0010878164,0.0010878164,0.7285714,0.68095237,25.0
eland,eland,0.09571139287260139,6,3.0,2.292517006802721,2.084305481599316,9,12,21,27.0,14.0,13.0,9.889241E-4,9.889241E-4,0.7091503,0.47592592,27.0
gnu,gnu,0.12373115367899988,5,3.0,2.1598639455782314,20.332420530777018,13,18,31,42.0,21.0,21.0,0.0013844937,0.0013844937,0.5723077,0.36984128,42.0
grizzlybear,grizzlybear,0.15220849323402988,29,3.0,2.0170068027210886,67.00244379743219,22,30,52,117.0,59.0,58.0,0.0022745254,0.0022745254,0.55073994,0.294369,117.0
hamster,hamster,0.5088273748889918,25,3.0,1.8741496598639455,277.2913897182157,60,55,115,315.0,167.0,148.0,0.0060324366,0.0060324366,0.4228395,0.21487051,315.0
hog,hog,0.22058726893146757,8,3.0,2.1054421768707483,13.770089886511988,20,21,41,65.0,31.0,34.0,0.0020767406,0.0020767406,0.7112299,0.5144231,65.0
humb,humb,0.1261806297663987,4,3.0,2.204081632653061,6.441690791670794,15,13,28,32.0,16.0,16.0,0.0015822785,0.0015822785,0.585,0.48842594,32.0
impala,impala,0.13395774200876923,9,4.0,2.2210884353741496,22.103836448455766,14,14,28,31.0,16.0,15.0,0.001483386,0.001483386,0.6082621,0.578853,31.0
javelina,javelina,0.10420736973462347,31,3.0,2.3095238095238093,12.900124374714723,10,8,18,19.0,10.0,9.0,0.0010878164,0.0010878164,0.7083333,0.5665634,19.0
kitten,kitten,0.33674150909929507,26,3.0,1.9489795918367347,154.11127797731692,36,36,72,151.0,77.0,74.0,0.003659019,0.003659019,0.5747475,0.29255667,151.0
mountaingoat,mountaingoat,0.2043957919350712,17,3.0,2.04421768707483,170.75941194142544,26,24,50,71.0,39.0,32.0,0.0026700948,0.0026700948,0.5097561,0.32509342,71.0
mule,mule,0.4595258220004784,27,3.0,1.8299319727891157,417.0582497421982,50,63,113,426.0,221.0,205.0,0.0050435127,0.0050435127,0.43947217,0.22922954,426.0
muled,muled,0.057864799866727525,2,3.0,2.3197278911564627,3.150562348059227,7,7,14,26.0,14.0,12.0,7.9113926E-4,7.9113926E-4,0.74545455,0.3683432,26.0
muskox,muskox,0.17988179476318816,5,3.0,2.2108843537414966,7.153031537803882,18,15,33,38.0,20.0,18.0,0.0018789558,0.0018789558,0.6440887,0.4897204,38.0
porcupin,porcupin,0.4071788301768633,16,3.0,1.945578231292517,105.19039145213486,41,43,84,197.0,102.0,95.0,0.004153481,0.004153481,0.5639881,0.29851386,197.0
reindeer,reindeer,0.26450914544389287,2,3.0,1.9965986394557824,83.98715657534336,26,31,57,110.0,58.0,52.0,0.0026700948,0.0026700948,0.5169082,0.2918831,110.0
unicorn,unicorn,0.08032647675607839,17,4.0,2.5238095238095237,1.5547148901863113,7,5,12,14.0,9.0,5.0,7.9113926E-4,7.9113926E-4,0.6666667,0.6883117,14.0
walrus,walrus,0.2556855897722209,33,3.0,2.0272108843537415,40.576671481450305,28,28,56,105.0,57.0,48.0,0.0028678798,0.0028678798,0.53118396,0.297316,105.0
waterbuffalo,waterbuffalo,0.24477476263681897,5,3.0,2.0272108843537415,43.35344035691343,25,27,52,92.0,49.0,43.0,0.0025712026,0.0025712026,0.70445347,0.35070333,92.0
whitetaild,whitetaild,0.08002889734683856,2,4.0,2.3333333333333335,4.156334263336857,8,8,16,19.0,11.0,8.0,8.9003163E-4,8.9003163E-4,0.82051283,0.44912282,19.0
goldfish,goldfish,0.07967258108982155,4,3.0,2.1666666666666665,24.434928376295524,10,11,21,28.0,14.0,14.0,0.0010878164,0.0010878164,0.40526316,0.39017856,28.0
guineapig,guineapig,0.4874579185970514,25,3.0,1.8843537414965987,163.75542938426275,54,49,103,227.0,117.0,110.0,0.005439082,0.005439082,0.4878674,0.2559385,227.0
sealion,sealion,0.1568346616187947,33,3.0,2.1904761904761907,10.773629193952447,17,12,29,34.0,18.0,16.0,0.0017800633,0.0017800633,0.60714287,0.5462185,34.0
boar,boar,0.12545102705226127,0,3.0,2.17687074829932,6.097458706201731,13,14,27,36.0,20.0,16.0,0.0013844937,0.0013844937,0.6666667,0.45459405,36.0
gnat,gnat,0.050469210222696764,23,4.0,2.3877551020408165,16.414240588860704,8,6,14,15.0,9.0,6.0,8.9003163E-4,8.9003163E-4,0.30128205,0.24102564,15.0
hawk,hawk,0.15990195998267379,11,3.0,2.0272108843537415,228.52217499686552,25,22,47,78.0,41.0,37.0,0.0025712026,0.0025712026,0.33048782,0.25376254,78.0
pelican,pelican,0.08375363400890955,11,3.0,2.261904761904762,5.832385813913217,9,10,19,20.0,10.0,10.0,9.889241E-4,9.889241E-4,0.5643275,0.56666666,20.0
ass,ass,0.02159253408545421,27,4.0,2.391156462585034,0.5045330720913983,3,5,8,9.0,4.0,5.0,3.9556963E-4,3.9556963E-4,0.6904762,0.5317461,9.0
colt,colt,0.08621645740877379,12,4.0,2.3333333333333335,12.701518780754997,9,8,17,22.0,12.0,10.0,9.889241E-4,9.889241E-4,0.5619048,0.42755684,22.0
catfish,catfish,0.005753797457367681,28,4.0,2.8537414965986394,31.55062234975903,4,4,8,8.0,4.0,4.0,4.9446203E-4,4.9446203E-4,0.125,0.125,8.0
flamingo,flamingo,0.1401171352525025,11,3.0,2.207482993197279,41.1019431585712,17,11,28,32.0,18.0,14.0,0.0017800633,0.0017800633,0.47666666,0.40104166,32.0
groundhog,groundhog,0.39950139348307023,17,3.0,1.9319727891156462,180.70198946085245,49,43,92,183.0,96.0,87.0,0.00494462,0.00494462,0.5018091,0.25043535,183.0
marmot,marmot,0.09954643204782591,24,3.0,2.3401360544217686,1.1195392180777899,10,8,18,21.0,10.0,11.0,0.0010878164,0.0010878164,0.72380954,0.52240896,21.0
quail,quail,0.13412052284952564,32,3.0,2.1258503401360542,39.78314609639168,18,19,37,57.0,29.0,28.0,0.0018789558,0.0018789558,0.4935484,0.33040935,57.0
tasmanidevil,tasmanidevil,0.04246138430438636,17,4.0,2.391156462585034,3.7051173600378826,7,5,12,12.0,7.0,5.0,7.9113926E-4,7.9113926E-4,0.4090909,0.40909094,12.0
